,WPname,FPLlat,FPLlon,FPLalt,FPLvel,FPLturn,FPLwpt
0,Waypoint1,41.26502089,1.99106893,27.0,3.0,53.0,CurvaturePassed
1,Waypoint2,41.26405786756837,1.9910681428990675,67.0,5.0,14.0,CurvaturePassed
2,Waypoint3,41.26378807113787,1.991067922392102,67.0,10.0,14.0,CurvaturePassed
3,Waypoint4,41.263792360630255,1.9807895118348018,67.0,5.0,14.0,CurvaturePassed
4,Waypoint5,41.26406215707302,1.9807896898758919,67.0,1.0,14.0,CurvaturePassed
5,Waypoint6,41.26438030506223,1.9807898998260498,17.0,0.0,0.2,LineStop
6,Hover10s,41.26438030506223,1.9807898998260498,17.0,1.0,0.2,LineStop
7,Waypoint7,41.26438030506223,1.9807898998260498,27.0,1.0,0.2,CurvaturePassed
8,Waypoint8,41.26406215707302,1.9807896898758919,77.0,5.0,17.0,CurvaturePassed
9,Waypoint9,41.26334269989229,1.980789215101289,77.0,10.0,39.0,CurvaturePassed
10,Waypoint10,41.26333833847559,1.9912231208167839,77.0,5.0,39.0,CurvaturePassed
11,Waypoint11,41.26405779562296,1.991223710545844,77.0,3.0,39.0,CurvaturePassed
12,Waypoint12,41.26502089,1.9912245,22.0,0.0,53.0,CurvaturePassed
