,WPname,FPLlat,FPLlon,FPLalt,FPLvel,FPLturn,FPLwpt
0,Waypoint1,41.26502089,1.99106893,27.0,3.0,53.0,CurvaturePassed
1,Waypoint2,41.26405786756837,1.9910681428990675,37.0,5.0,34.0,CurvaturePassed
2,Waypoint3,41.263428342563834,1.9910676283852404,37.0,10.0,34.0,CurvaturePassed
3,Waypoint4,41.26342695432972,1.9939935755262204,37.0,5.0,34.0,CurvaturePassed
4,Waypoint5,41.264056479322406,1.9939941182468857,37.0,3.0,19.0,CurvaturePassed
5,Waypoint6,41.26440046653493,1.993994414806366,17.0,0.0,0.2,LineStop
6,Hover10s,41.26440046653493,1.993994414806366,17.0,5.0,0.2,LineStop
7,Waypoint7,41.26440046653493,1.993994414806366,27.0,5.0,0.2,CurvaturePassed
8,Waypoint8,41.263876615038775,1.9939939631828607,27.0,10.0,29.0,CurvaturePassed
9,Waypoint9,41.263877931336125,1.9912235631125292,27.0,5.0,9.0,CurvaturePassed
10,Waypoint10,41.26405779562296,1.991223710545844,27.0,3.0,9.0,CurvaturePassed
11,Waypoint11,41.26502089,1.9912245,22.0,0.0,53.0,CurvaturePassed
